id,section,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_ans,created_at
19438,React Engineer,JSX,Medium,What is the inputMode attribute?,"Hints mobile keyboard type (numeric, email, tel) without changing input type",Required attribute,Style attribute,Accessibility attribute,A,2026-07-05 11:34:20.041878+05:30
19439,React Engineer,JSX,Medium,What is the pattern attribute on input?,Regex pattern for native HTML validation,Style guide,Required pattern,Format hint,A,2026-07-05 11:34:20.041878+05:30
19440,React Engineer,JSX,Easy,What is the min/max on number input?,Sets minimum and maximum accepted values,Required validation,Style constraints,Formatting only,A,2026-07-05 11:34:20.041878+05:30
19441,React Engineer,JSX,Medium,What is the step attribute on number input?,Sets increment amount for up/down arrows and validation,Style,Min/max,Pattern,A,2026-07-05 11:34:20.041878+05:30
19442,React Engineer,JSX,Medium,What is the accept attribute on file input?,"Filters file types in file picker dialog (.jpg, image/*)",Required validation,Size limit,Count limit,A,2026-07-05 11:34:20.041878+05:30
19443,React Engineer,JSX,Easy,What is the multiple attribute on file input?,Allows selecting multiple files at once,Required feature,Single file only,Style only,A,2026-07-05 11:34:20.041878+05:30
19444,React Engineer,JSX,Medium,What is the capture attribute on mobile?,Hints to open camera directly: capture='user' or capture='environment',Style hint,Required attribute,iOS only,A,2026-07-05 11:34:20.041878+05:30
19445,React Engineer,Routing,Hard,What is the history stack limit?,Browsers typically limit history stack to 50 entries,100 entries,Unlimited,No limit,A,2026-07-05 11:34:20.041878+05:30
19446,React Engineer,Routing,Easy,What is the difference between a and Link?,<a> triggers full page reload; <Link> uses client-side navigation,Same,Link triggers reload,a uses Router,A,2026-07-05 11:34:20.041878+05:30
19447,React Engineer,Routing,Easy,What is the to prop on Link?,"Destination path, object, or function for navigation",href prop,route prop,path prop,A,2026-07-05 11:34:20.041878+05:30
19448,React Engineer,Routing,Medium,What is the state prop on Link?,Passes state to next location accessible via useLocation().state,Required prop,URL state,Params state,A,2026-07-05 11:34:20.041878+05:30
19449,React Engineer,Routing,Medium,What is the replace prop on Link?,Replaces current history entry instead of pushing,Adds to history,Goes back,Reloads,A,2026-07-05 11:34:20.041878+05:30
19450,React Engineer,Routing,Hard,What is the relative='path' vs relative='route' on Link?,path: relative to current URL; route: relative to parent route,No difference,path is default,route is default,A,2026-07-05 11:34:20.041878+05:30
19451,React Engineer,Routing,Hard,What is the unstable_viewTransition on Link?,Enables View Transitions API for animated page transitions,Required prop,Optional prop,Performance prop,A,2026-07-05 11:34:20.041878+05:30
19452,React Engineer,Routing,Hard,What is the purpose of RouterProvider vs BrowserRouter?,RouterProvider uses data router (loaders/actions); BrowserRouter is simpler,Same purpose,RouterProvider is legacy,BrowserRouter is newer,A,2026-07-05 11:34:20.041878+05:30
19453,React Engineer,Routing,Hard,What is the future flag in createBrowserRouter?,Opt into future behavior changes before they become default,Error flags,Debug flags,Breaking flags,A,2026-07-05 11:34:20.041878+05:30
19454,React Engineer,Routing,Hard,What is the v7_startTransition flag?,Wraps state updates in startTransition for smoother navigation,v6 default,v7 breaking change,Optional feature,A,2026-07-05 11:34:20.041878+05:30
19455,React Engineer,Routing,Hard,What is the v7_relativeSplatPath flag?,Changes how relative paths work inside splat routes,v6 behavior,v7 breaking change,Performance flag,A,2026-07-05 11:34:20.041878+05:30
19456,React Engineer,Routing,Hard,What is HydrateFallback in React Router?,Component shown while waiting for data during initial hydration,Error fallback,Loading fallback,Empty fallback,A,2026-07-05 11:34:20.041878+05:30
19457,React Engineer,Routing,Hard,What is the clientLoader in Remix/React Router?,Runs in browser instead of server for client-side data fetching,Server loader,Shared loader,SSR loader,A,2026-07-05 11:34:20.041878+05:30
19458,React Engineer,Routing,Hard,What is the clientAction in Remix?,Form action running in browser instead of server,Server action,Shared action,SSR action,A,2026-07-05 11:34:20.041878+05:30
19459,React Engineer,Routing,Hard,What is resource route in Remix?,"Route without UI component — serves JSON, files, or API responses",UI route,Layout route,Index route,A,2026-07-05 11:34:20.041878+05:30
19460,React Engineer,Routing,Hard,What is Remix's useFetcher().load?,Loads data from a route's loader without navigating,Submits form,Navigates to route,Fetches all,A,2026-07-05 11:34:20.041878+05:30
19461,React Engineer,Routing,Hard,What is the optimistic UI with useFetcher?,Show expected result while fetcher is in submitting state,Pessimistic UI,Loading UI,Error UI,A,2026-07-05 11:34:20.041878+05:30
19462,React Engineer,Routing,Hard,What is the purpose of shouldRevalidate returning false?,Skip loader rerun after navigation when data hasn't changed,Force rerun,Always rerun,No effect,A,2026-07-05 11:34:20.041878+05:30
19463,React Engineer,Routing,Medium,What is the purpose of the meta export in Remix?,"Define meta tags (title, description) for each route",Route config,Layout meta,Page config,A,2026-07-05 11:34:20.041878+05:30
19464,React Engineer,Routing,Medium,What is the links export in Remix?,"Add link tags (stylesheets, preloads) for each route",Script export,Style export,Resource export,A,2026-07-05 11:34:20.041878+05:30
19465,React Engineer,Routing,Hard,What is the headers export in Remix?,Set HTTP response headers for a route,Meta headers,Cache headers,Security headers,A,2026-07-05 11:34:20.041878+05:30
19466,React Engineer,Routing,Medium,What is the loader return type in Remix?,Any serializable value or Response object (json() helper),JSON only,String only,Object only,A,2026-07-05 11:34:20.041878+05:30
19467,React Engineer,Routing,Easy,What is the json() helper in Remix?,Creates JSON Response with proper headers,JSON.stringify,JSON serializer,Response wrapper,A,2026-07-05 11:34:20.041878+05:30
19468,React Engineer,Routing,Medium,What is the redirect() in Remix loaders?,Throws Response that redirects user to new URL,Returns Response,Navigates client,Refreshes page,A,2026-07-05 11:34:20.041878+05:30
19469,React Engineer,Routing,Medium,What is the throw redirect pattern?,throw redirect('/login') in loader stops execution and redirects,Return redirect,Navigate redirect,Response redirect,A,2026-07-05 11:34:20.041878+05:30
19470,React Engineer,Routing,Hard,What is form method='get' vs 'post' in Remix?,GET triggers loader; POST triggers action,Same,GET triggers action,POST triggers loader,A,2026-07-05 11:34:20.041878+05:30
19471,React Engineer,Routing,Medium,What is the fetcher.data in Remix?,Data returned from the last fetcher submission or load,Current route data,Form input data,Navigation data,A,2026-07-05 11:34:20.041878+05:30
19472,React Engineer,Routing,Hard,What is the fetcher.formData?,FormData from the in-flight submission (for optimistic UI),Previous form,Current form,Last form,A,2026-07-05 11:34:20.041878+05:30
19473,React Engineer,Routing,Hard,What is revalidation in Remix?,"After mutation, all visible route loaders automatically re-run",Manual refresh,Optional refresh,Client-only refresh,A,2026-07-05 11:34:20.041878+05:30
19474,React Engineer,Routing,Hard,What is the shouldRevalidate's actionResult argument?,Data returned from action used to decide if revalidation needed,Loader result,Error result,Response result,A,2026-07-05 11:34:20.041878+05:30
19475,React Engineer,Lifecycle,Hard,What is the React element pool?,React reuses element objects — why mutations are dangerous,Fiber pool,Virtual pool,Object pool,A,2026-07-05 11:34:20.041878+05:30
19476,React Engineer,Lifecycle,Hard,What is the current tree in React Fiber?,Tree of fibers representing currently rendered UI,Work-in-progress,Alternative tree,DOM tree,A,2026-07-05 11:34:20.041878+05:30
19477,React Engineer,Lifecycle,Hard,What is the alternate fiber?,Work-in-progress counterpart to current fiber — swapped on commit,Current fiber,DOM fiber,Effect fiber,A,2026-07-05 11:34:20.041878+05:30
19478,React Engineer,Lifecycle,Hard,What is the effectTag/flags in React Fiber?,"Bit flags marking fibers for work: placement, update, deletion",Style flags,Event flags,State flags,A,2026-07-05 11:34:20.041878+05:30
19479,React Engineer,Lifecycle,Hard,What is the subtreeFlags optimization?,Aggregates child effect flags to skip subtrees with no work,Required flag,Debug flag,Performance flag,A,2026-07-05 11:34:20.041878+05:30
19480,React Engineer,Lifecycle,Hard,What is the beginWork phase?,Processes fiber and its children — creates or updates child fibers,commitWork phase,completeWork phase,finishWork phase,A,2026-07-05 11:34:20.041878+05:30
19481,React Engineer,Lifecycle,Hard,What is the completeWork phase?,Creates DOM nodes and builds effect list bottom-up,beginWork phase,commitWork phase,renderWork phase,A,2026-07-05 11:34:20.041878+05:30
19482,React Engineer,Lifecycle,Hard,What is the commitWork phase?,Applies all mutations to DOM after rendering is complete,beginWork phase,completeWork phase,flushWork phase,A,2026-07-05 11:34:20.041878+05:30
19483,React Engineer,Lifecycle,Hard,What are the three sub-phases of commit?,"beforeMutation, mutation, layout — each traverses effect list once",Two phases,One phase,Four phases,A,2026-07-05 11:34:20.041878+05:30
19484,React Engineer,Lifecycle,Hard,What is the passive effect phase?,Where useEffect callbacks run (after browser paint),Layout effect phase,Mutation phase,Commit phase,A,2026-07-05 11:34:20.041878+05:30
19485,React Engineer,Lifecycle,Hard,What is the layout effect phase?,Where useLayoutEffect callbacks run (synchronously after mutation),Passive phase,Before paint phase,Render phase,A,2026-07-05 11:34:20.041878+05:30
19486,React Engineer,Lifecycle,Hard,What is the purpose of the Scheduler package?,Implements cooperative multitasking for React's concurrent features,Component scheduler,Effect scheduler,State scheduler,A,2026-07-05 11:34:20.041878+05:30
19487,React Engineer,Lifecycle,Hard,What is the message channel trick in Scheduler?,Uses MessageChannel to yield to browser between render units,setTimeout trick,RAF trick,Promise trick,A,2026-07-05 11:34:20.041878+05:30
19488,React Engineer,Lifecycle,Hard,What is time slicing?,Breaking long renders into 5ms chunks allowing browser to interrupt,Batching,Scheduling,Deferring,A,2026-07-05 11:34:20.041878+05:30
19489,React Engineer,Lifecycle,Hard,What is the expiration time in React (old model)?,Deadline-based priority — replaced by lanes in React 18,Still used,Optional feature,Debug feature,A,2026-07-05 11:34:20.041878+05:30
19490,React Engineer,Lifecycle,Hard,What is the lanes model?,Bitmask-based priority system in React 18 replacing expiration times,Expiration times,Priority numbers,Thread model,A,2026-07-05 11:34:20.041878+05:30
19491,React Engineer,Lifecycle,Hard,What is SyncLane?,Highest priority lane for synchronous user interactions,TransitionLane,DefaultLane,IdleLane,A,2026-07-05 11:34:20.041878+05:30
19492,React Engineer,Lifecycle,Hard,What is TransitionLane?,Lower priority lane for non-urgent state updates (via startTransition),SyncLane,DefaultLane,IdleLane,A,2026-07-05 11:34:20.041878+05:30
