id,title,body,category,skill,difficulty,roles,source,created_at
120142,What is a HiveQL?,The SQL dialect used by Hive.,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120143,Does Hive support joins?,Yes.,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120144,What are Hive views?,Logical views over tables using SELECT queries.,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120145,How do you drop a table in Hive?,DROP TABLE table_name;,Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120146,What are the basic file formats Hive supports?,"TextFile, ORC, Parquet, Avro, JSON.",Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120147,What engine does Hive use by default?,"MapReduce (default), or Tez, Spark.",Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120148,Is Hive case-sensitive?,"No, but column names are stored in lowercase.",Database,Hive,Easy,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120149,What is the role of the Hive Metastore?,"Stores metadata about Hive tables, schemas, and partitions.",Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120150,How does partitioning improve query performance?,By limiting scanned data to relevant partitions.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120151,What are dynamic partitions in Hive?,Partitions created during data load based on column values.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120152,What is bucketing and how does it help?,Splits data into fixed buckets to optimize joins and sampling.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120153,What happens when you drop an internal table?,Data and metadata are deleted.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120154,What happens when you drop an external table?,Only metadata is deleted; data remains in HDFS.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120155,How does Hive interact with HDFS?,Hive reads/writes files from/to HDFS.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120156,What is Hive SerDe?,Serializer/Deserializer that defines how to read/write data.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120157,What are Hive UDFs?,User-defined functions to extend Hive capabilities.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120158,How does Hive handle schema evolution?,Limited support for schema changes; use cautiously.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120159,How do you perform indexing in Hive?,CREATE INDEX with custom handlers; rarely used in practice.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120160,What is a managed table?,Same as internal; Hive owns data.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120161,What is a non-managed table?,Same as external; data managed externally.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120162,What is the difference between ORC and Parquet?,"Both are columnar, but ORC is optimized for Hive.",Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120163,How do you change the default file format in Hive?,Set file format in SERDE or table-level configuration.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120164,What is the purpose of HiveServer2?,Allows JDBC/ODBC connections to Hive.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120165,What are vectorized queries in Hive?,Executes operations in batches for better CPU utilization.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120166,How does Tez improve Hive performance?,Tez replaces MapReduce with faster DAG execution.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120167,What are Hive ACID tables?,"Supports INSERT, UPDATE, DELETE with transaction support.",Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120168,What is the role of compaction in Hive?,Cleans up old files and merges delta files.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120169,What is skewed join optimization in Hive?,Handles skewed keys to avoid reducer overload.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120170,How do you enable compression in Hive?,Set compression properties like `hive.exec.compress.output`.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120171,What is the use of the EXPLAIN command?,Shows query execution plan and optimizations.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120172,How can you update or delete records in Hive?,Only with ACID tables; limited support otherwise.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120173,What are the limitations of Hive regarding transactions?,Only full ACID tables can do atomic operations.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120174,What is the significance of bucketing columns?,Used to distribute data uniformly across buckets.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120175,How are views different from tables in Hive?,Views don’t store data; tables do.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120176,How do you insert data into a Hive table?,Using `INSERT INTO` or `LOAD DATA`.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120177,What are table properties in Hive?,Set parameters to describe table behavior.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120178,What is the role of HiveContext in Spark?,HiveContext extends SQLContext to run Hive queries on Spark.,Database,Hive,Medium,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120179,How would you handle schema evolution in production Hive tables?,Pre-define nullable columns; use external tables and schema registries.,Database,Hive,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120180,What causes a query to fail on SerDe issues?,Mismatch between file format and SerDe causes read errors.,Database,Hive,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120181,Explain the importance of vectorization in complex queries.,Reduces CPU cost by processing column batches instead of row-by-row.,Database,Hive,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120182,How do you implement row-level security in Hive?,Via views with filtering logic and security roles.,Database,Hive,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120183,Compare Hive on Tez vs Hive on Spark.,Tez is optimized for DAGs; Spark adds better caching but more overhead.,Database,Hive,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120184,What are ACID limitations in Hive 2.x?,"Some ACID operations (e.g., MERGE) limited or unstable in Hive 2.x.",Database,Hive,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120185,How do you recover a failed Hive job mid-query?,Check logs and retry from last successful stage using intermediate outputs.,Database,Hive,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120186,What are transactional write modes in Hive?,"Insert-only, full ACID, and external non-ACID modes exist.",Database,Hive,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120187,What causes small file problems and how do you fix them?,Too many small files overwhelm NameNode; use compaction or combine.,Database,Hive,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120188,How does Hive support CDC (Change Data Capture)?,By writing CDC deltas into ACID-compliant transactional tables.,Database,Hive,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120189,What is a compaction queue?,Queue of tables/files waiting for major or minor compaction.,Database,Hive,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120190,How do you analyze partition skew in large datasets?,Check partition distribution with ANALYZE TABLE or custom stats.,Database,Hive,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120191,What is `hive.optimize.skewjoin` and how does it work?,Optimizes joins by broadcasting small skewed keys.,Database,Hive,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
120192,How does cost-based optimization (CBO) work in Hive?,CBO uses stats to rewrite queries for better performance.,Database,Hive,Hard,"[""Backend Engineer"", ""Full Stack Engineer"", ""Software Engineer"", ""Data Engineer"", ""Data Scientist"", ""ML Engineer"", ""QA Engineer""]",curated,2026-07-05 11:33:25.152528+05:30
